"SUID","__mclCluster","name","selected","shared name"
"8687","11","TMEM64","false","TMEM64"
"7535","11","MIR125B2","false","MIR125B2"
"11248","11","SLC7A9","false","SLC7A9"
"10929","11","OTOP2","false","OTOP2"
"8762","11","HOTAIR","false","HOTAIR"
"7297","11","ZMAT3","false","ZMAT3"
"6147","11","AGO2","false","AGO2"
"7684","11","MEX3B","false","MEX3B"
"11016","11","Proline and glutamic acid rich nuclear protein isoform","false","Proline and glutamic acid rich nuclear protein isoform"
"9417","11","CNOT2","false","CNOT2"
"10889","11","LIFR-AS1","false","LIFR-AS1"
"9418","11","CNOT6","false","CNOT6"
"10830","11","TTBK2","false","TTBK2"
"10767","11","KBTBD8","false","KBTBD8"
"10831","11","MIR217","false","MIR217"
"10832","11","HNF1A-AS1","false","HNF1A-AS1"
"7634","11","TNRC6C","false","TNRC6C"
"10772","11","RUNX3","false","RUNX3"
"11359","11","Acidic ribosomal phosphoprotein P1","false","Acidic ribosomal phosphoprotein P1"
"11303","11","Similar to ribosomal protein S8","false","Similar to ribosomal protein S8"
"8680","11","H19","false","H19"
"8681","11","MALAT1","false","MALAT1"
"8682","11","FOLR1","false","FOLR1"
"8810","11","KLHL29","false","KLHL29"
"8683","11","C6orf48","false","C6orf48"
"11244","11","SLC4A5","false","SLC4A5"
"8686","11","TMEFF2","false","TMEFF2"
"7534","11","MIR579","false","MIR579"
